Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Delay_Minutes,Cancelled,Cancellation_Reason,Ticket_Price,Passenger_Count,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
Turkish Airlines,5349,ORD-LAX,FRA,ATL,2021-01-11 02:31,2021-01-11 12:36,26,No,,241.43,60,A380,3248,99.26,Business,Yes,1pc,22.24,H15,T3,4
KLM,6683,DOH-ORD,LHR,JFK,2024-10-24 06:59,2024-10-24 09:16,-28,No,,278.72,85,A380,2831,100,Economy,No,20kg,38.15,S36,,15
American Airlines,9748,CDG-ORD,IST,DXB,2020-05-07 14:20,2020-05-07 16:32,-2,No,,643.07,251,A350,8884,76.5,First,No,20kg,34.23,K45,,18
American Airlines,837,IST-LAX,LOS,LOS,2022-12-14 17:23,2022-12-14 22:31,62,No,,359.84,287,A380,14194,,Business,No,20kg,39.44,P17,T4,19
Lufthansa,8152,JFK-FRA,IST,LOS,2024-07-13 04:21,2024-07-13 06:07,3,No,,311.41,273,CRJ900,3855,73.33,Economy,No,No,27.16,V33,T2,7
Emirates,481,LOS-IST,IST,NBO,2023-08-23 22:10,2023-08-24 01:10,1,No,,96,260,B777,3424,82.06,Business,Yes,20kg,19.12,-,,5
Qatar Airways,5669,AMS-SIN,FRA,LAX,2025-08-17 06:36,2025-08-17 11:09,-16,No,,567.33,187,A320,8753,90.34,Economy,No,20kg,24.26,R15,T2,13
American Airlines,7260,DXB-AMS,DXB,LHR,2023-02-25 07:46,2023-02-25 12:44,-25,,,122.67,84,A320,-,77.86,Business,-,23kg,40.27,B8,T3,13
Turkish Airlines,3057,CDG-ORD,DXB,LOS,2020-08-02 05:47,2020-08-02 07:42,62,No,,95.08,132,A350,13083,100,Business,Yes,2pc,14,H26,,11
Delta Air Lines,6898,ORD-NBO,DXB,IST,-,2024-04-21 05:59,81,No,,269.95,295,A320,1555,100,Economy,No,1pc,44.45,A22,T2,19
Ethiopian Airlines,494,FRA-LOS,ATL,DXB,2025-07-04 20:19,2025-07-04 23:05,-24,No,,382.64,298,CRJ900,3425,79.3,First,No,No,18.9,L36,T2,11
KLM,8749,JFK-CDG,ATL,ORD,2022-11-26 04:02,2022-11-26 05:49,71,No,,205.97,32,B737,8393,100,First,Yes,20kg,37.8,E4,,18
KLM,5299,-,NBO,CDG,2020-02-09 07:24,2020-02-09 17:56,-4,No,,491.4,207,A350,5531,89.78,Economy,No,23kg,19.8,F9,T4,14
Turkish Airlines,6358,CDG-IST,IST,NBO,2023-07-29 01:50,2023-07-29 08:26,36,No,,293.4,13,B737,3093,81.14,Economy,No,1pc,24.05,Y46,T2,6
Kenya Airways,4313,CDG-FRA,LOS,NBO,2024-03-03 00:05,2024-03-03 01:30,71,No,,560.55,271,A380,12027,70.34,First,Yes,No,9.43,J46,T4,7
British Airways,1591,ATL-LOS,SIN,NBO,2020-11-23 21:32,2020-11-24 02:48,,No,,451.02,149,CRJ900,2876,67.27,First,Yes,2pc,48.54,O2,T4,13
Lufthansa,1978,JFK-LOS,DOH,AMS,2023-09-08 21:50,2023-09-08 22:57,9,No,,708.3,51,A320,3763,91.95,Economy,No,1pc,35.75,B2,T2,11
Ethiopian Airlines,1727,ATL-JFK,LHR,CDG,2023-01-30 06:41,2023-01-30 18:05,1,No,,261.55,178,CRJ900,5735,78.45,Economy,Yes,No,36.34,-,T1,8
Turkish Airlines,8976,LAX-JFK,SIN,LOS,2025-05-28 16:39,2025-05-28 21:51,47,No,,518.79,286,B777,10053,-,Business,-,No,25.07,Y42,T2,5
Delta Air Lines,2855,ORD-NBO,AMS,LOS,2023-11-29 08:39,2023-11-29 14:41,-29,No,,7.36,171,B737,657,96.65,Economy,No,1pc,20.69,T21,,
South African Airways,4775,SIN-FRA,DOH,DOH,2021-04-20 07:50,2021-04-20 19:28,60,No,,928.33,188,A320,6504,69.49,Economy,No,2pc,37.77,I36,T1,7
Singapore Airlines,2459,JFK-LOS,IST,SIN,2023-09-15 00:16,2023-09-15 02:11,20,No,,508.79,98,A380,2568,90.6,Economy,No,1pc,17.97,U1,T1,8
United Airlines,3092,LOS-DOH,LOS,JFK,2021-07-01 05:43,2021-07-01 15:28,-8,No,,290.74,238,CRJ900,8151,87.6,Economy,No,23kg,28.33,I1,T1,9
Kenya Airways,4287,SIN-LOS,LOS,LAX,2024-06-09 00:15,2024-06-09 09:08,-9,No,,298.17,116,A320,11367,100,First,Yes,1pc,17.49,U19,T1,19
Air France,1568,FRA-DXB,IST,SIN,2025-07-13 21:37,2025-07-13 23:04,-40,No,,300.6,31,A350,649,83.66,Economy,,23kg,31.24,D33,,11
Air France,2626,AMS-NBO,NBO,ATL,2022-04-19 02:48,2022-04-19 05:05,-6,No,,718.01,142,B737,12838,78.69,Economy,No,2pc,10.83,P29,T4,6
Delta Air Lines,,DXB-LAX,FRA,,2025-03-28 13:45,2025-03-28 18:20,4,No,,529.71,109,B777,9717,79.15,First,Yes,1pc,15.19,L43,T2,4
Emirates,6772,LHR-NBO,CDG,ORD,2024-07-30 01:04,2024-07-30 08:29,-27,No,,261.34,233,B777,14319,100,,No,23kg,21.4,A34,T3,17
Singapore Airlines,2872,LOS-DOH,ATL,ORD,2024-02-11 04:11,2024-02-11 11:15,13,No,,102.24,213,A380,11756,75,First,Yes,20kg,36.15,F1,T3,17
Kenya Airways,1065,LHR-ATL,ORD,DXB,2023-12-15 07:30,2023-12-15 17:15,33,No,,589.22,104,B737,4972,100,Business,Yes,2pc,24.69,M41,T2,13
South African Airways,5429,LAX-CDG,DXB,,2023-09-15 06:47,2023-09-15 12:58,6,-,,517.71,63,B737,13605,,Business,Yes,2pc,39.84,X37,T1,13
British Airways,3073,SIN-ORD,JFK,LHR,2025-01-14 18:06,2025-01-14 19:12,41,No,,491.27,271,CRJ900,14150,100,First,Yes,No,45.01,Z37,T3,17
Lufthansa,545,LAX-LOS,JFK,NBO,2022-04-13 21:01,2022-04-13 22:03,-17,No,,333.25,164,A380,894,92.69,Business,No,20kg,26.91,D3,T4,8
Emirates,1058,ATL-LOS,NBO,CDG,2022-09-28 08:46,2022-09-28 20:08,55,No,,290.08,188,B777,14576,100,Economy,Yes,20kg,15.22,J8,,5
Delta Air Lines,4982,LOS-JFK,DXB,SIN,2022-02-01 17:26,2022-02-02 00:28,19,No,Weather,687.04,289,CRJ900,11981,96.73,Business,No,1pc,39.66,G28,,15
South African Airways,6488,FRA-SIN,JFK,SIN,2020-09-26 06:03,2020-09-26 15:30,76,No,,,206,A380,11463,89.1,Business,Yes,23kg,14.58,R48,T3,14
Turkish Airlines,1717,CDG-JFK,LOS,FRA,2022-05-16 14:23,2022-05-16 19:56,111,No,,478.02,252,CRJ900,1771,77.59,Economy,Yes,2pc,20.97,E9,T4,17
British Airways,5343,ORD-AMS,ORD,DOH,2023-11-01 14:14,2023-11-01 23:39,-3,No,,543.97,11,B737,4753,78.11,Business,No,23kg,12.99,B20,T2,19
British Airways,2434,NBO-CDG,JFK,DXB,2022-01-27 15:46,2022-01-27 17:00,,No,,,252,CRJ900,5103,100,First,No,1pc,39.63,B20,T1,16
Ethiopian Airlines,6863,DOH-LOS,DOH,NBO,2023-12-14 19:10,2023-12-14 23:21,-2,NO,,76,63,B777,1419,79.83,Economy,No,2pc,35.72,Q14,T1,17
Emirates,5411,ATL-ORD,ORD,ATL,2024-11-05 11:04,2024-11-05 22:34,5,No,,154.05,,A350,3014,86.91,Business,Yes,1pc,,J11,,11
Turkish Airlines,4325,AMS-FRA,DOH,AMS,2025-03-11 05:37,2025-03-11 14:41,38,No,,579.24,130,CRJ900,5303,98.4,First,No,2pc,25.59,J25,,20
United Airlines,6225,SIN-FRA,ORD,JFK,2025-09-06 23:44,2025-09-07 01:11,68,No,,604.74,130,B777,5744,100,Business,No,23kg,21.76,I25,T4,7
Kenya Airways,2081,LOS-NBO,FRA,ORD,2023-03-23 11:29,2023-03-23 13:07,-11,No,,560.83,280,B737,2828,90.49,Business,Yes,23kg,24.75,F6,T2,4
Delta Air Lines,949,LOS-ORD,SIN,LAX,2022-11-11 03:33,2022-11-11 09:05,30,No,,419.21,48,B737,3239,86.54,First,Yes,2pc,16.67,D7,T4,17
Qatar Airways,3418,NBO-CDG,JFK,LOS,2020-03-30 04:01,2020-03-30 08:51,9,No,,568.26,138,B777,9870,84.33,Business,Yes,23kg,44.29,D17,T3,13
Emirates,4025,JFK-ATL,CDG,LOS,2024-03-15 18:09,2024-03-15 20:34,39,No,,338.37,156,A380,2736,92.96,First,Yes,1pc,63.77,L13,T3,6
Kenya Airways,9881,LHR-ORD,NBO,LHR,2022-10-06 18:48,2022-10-07 03:41,75,No,,474.28,1,CRJ900,4322,100,Economy,No,23kg,22.76,U46,T1,9
Delta Air Lines,9701,CDG-IST,LHR,SIN,2021-07-18 22:57,2021-07-19 02:02,5,No,,309.06,2,A380,13486,,Business,No,1pc,,A7,T1,7
United Airlines,3974,ORD-DOH,LAX,,2024-02-23 18:21,2024-02-24 04:17,-51,,,138.64,30,B777,6256,100,First,Yes,No,28.45,G14,T2,16
American Airlines,8176,JFK-LOS,LHR,LOS,2021-10-21 00:48,2021-10-21 04:12,44,No,,522.91,139,A350,6554,59.17,Economy,Yes,No,34.42,C15,T4,6
Lufthansa,8433,LAX-LOS,,DXB,2023-01-07 09:40,2023-01-07 19:24,-18,No,,605.02,18,B737,7454,89.11,,No,No,40.6,V46,T2,10
South African Airways,8364,ATL-DXB,LOS,LOS,2022-03-13 16:09,2022-03-13 20:40,9,No,,844.79,227,A320,11264,78.88,First,No,20kg,18.57,O15,T2,10
KLM,6408,SIN-CDG,LOS,LHR,2022-11-23 09:30,2022-11-23 10:54,46,No,,402.81,189,A320,630,80.47,First,Yes,No,25.21,-,T1,17
Qatar Airways,1985,ATL-DOH,IST,NBO,2022-05-18 20:50,2022-05-19 07:29,,No,,140.44,210,CRJ900,8759,85.35,Business,Yes,20kg,42.03,N14,T1,18
Kenya Airways,4512,IST-SIN,LAX,JFK,2025-01-26 04:32,2025-01-26 12:05,26,No,,284.31,23,A350,11100,96.24,Business,No,20kg,35.09,A6,,4
KLM,,LHR-DOH,LOS,AMS,2022-05-08 08:04,2022-05-08 10:10,10,No,,322.82,76,B737,13702,98.16,Business,Yes,20kg,33.27,A13,,6
KLM,,ORD-IST,LAX,DXB,2024-09-22 18:46,2024-09-22 23:38,-8,No,,379.7,122,CRJ900,10768,100,First,No,20kg,35.1,U32,T1,10
Turkish Airlines,,LOS-CDG,NBO,LOS,2020-02-01 12:55,2020-02-01 15:43,-100,No,,444.18,62,A350,9494,87.87,First,Yes,23kg,36.08,Z36,T1,17
Emirates,9162,SIN-CDG,LOS,JFK,2024-05-24 02:31,2024-05-24 05:56,42,No,,422.59,26,B737,3812,85.49,Economy,No,1pc,41.58,U8,,4
British Airways,6769,LHR-FRA,LOS,DXB,,2021-08-16 17:01,4,No,,505.42,216,A380,9625,90.72,First,No,23kg,37.54,O15,T4,18
DELTA AIR LINES,1172,ORD-LAX,LOS,JFK,2020-09-22 23:45,2020-09-23 04:32,75,No,,389.48,159,B777,11770,87.85,First,No,20kg,29.49,Q30,,15
Ethiopian Airlines,8032,ATL-DOH,SIN,AMS,2022-01-19 20:48,2022-01-19 23:38,30,No,,95.06,20,B737,3914,100,Business,Yes,20kg,33.53,D7,T2,20
Ethiopian Airlines,573,-,IST,CDG,2023-06-16 17:28,2023-06-17 02:17,-6,No,,395.43,227,CRJ900,14527,94.41,Economy,No,23kg,29.33,B1,T4,10
American Airlines,6776,CDG-NBO,ORD,NBO,2024-02-26 23:00,2024-02-27 00:33,57,,,367.35,248,A320,,99.75,First,No,2pc,22.54,J50,T3,19
American Airlines,3929,FRA-ATL,LAX,DXB,2024-09-20 20:56,2024-09-21 08:18,61,No,,460.05,81,B777,10753,80.02,Economy,Yes,2pc,29.48,H2,T2,11
British Airways,405,FRA-AMS,ATL,DOH,,2022-01-16 22:59,6,No,,277.7,299,A350,5909,89.39,Business,No,2pc,28.86,D4,,10
Lufthansa,4509,JFK-ORD,IST,ATL,2024-01-19 04:04,2024-01-19 14:58,62,No,,394.71,210,B777,766,99.6,First,No,20kg,13.02,O44,T1,11
Ethiopian Airlines,9177,DXB-ORD,JFK,AMS,2025-06-29 18:00,2025-06-30 04:13,-7,No,,,268,A380,4780,92.4,First,No,2pc,37.75,H43,T1,7
Singapore Airlines,9703,SIN-ATL,IST,SIN,2024-0-304 22:17,2024-03-05 06:21,21,No,,317.99,82,B737,6999,100,Business,No,2pc,39.44,R40,T4,17
British Airways,1763,AMS-LOS,ATL,LHR,2023-10-24 10:18,2023-10-24 21:30,37,No,,485.17,90,CRJ900,2760,94.92,First,Yes,23kg,35.44,Z22,,14
Turkish Airlines,4135,SIN-AMS,CDG,ORD,2020-02-23 13:45,2020-02-23 23:22,46,No,,364.02,NONE,A320,11572,81.26,First,No,1pc,38.85,U32,T2,19
Qatar Airways,9188,DOH-LHR,,LAX,,2020-10-16 08:14,,No,,381.33,257,A350,10253,100,FIRST,Yes,No,28.24,Z1,T4,5
Qatar Airways,2157,SIN-LOS,CDG,CDG,2022-07-03 03:47,2022-07-03 10:06,39,No,,234.54,169,CRJ900,11530,90.92,First,No,1pc,24.86,W1,,20
Singapore Airlines,5090,LHR-FRA,,LOS,2021-11-19 11:25,2021-11-19 19:47,1,No,Technical,121.22,156,,3299,100,First,Yes,2pc,39.49,Y19,,14
Lufthansa,9410,FRA-SIN,FRA,ORD,2023-06-10 10:20,2023-06-10 16:34,,No,,121.77,78,A350,3421,100,First,No,No,19.41,Z22,T1,7
Emirates,6764,LAX-LHR,CDG,JFK,2022-01-25 22:08,2022-01-26 05:24,58,No,,393.27,232,CRJ900,10730,62.02,Economy,Yes,2pc,19.07,Q36,T3,15
Turkish Airlines,7406,IST-LOS,JFK,IST,2022-08-09 08:22,2022-08-09 14:10,,No,,,105,A380,7721,71.19,Business,No,1pc,34.48,C39,T1,17
Emirates,1474,DXB-NBO,LHR,LHR,2025-08-24 20:26,2025-08-25 04:42,10,No,,326.32,136,A350,4760,98.97,First,Yes,1pc,34.21,B7,,5
Air France,8299,LOS-FRA,LHR,LOS,2024-12-11 19:55,2024-12-12 01:31,-7,No,,519.66,132,A320,2050,94.35,Business,Yes,20kg,39.3,U25,,16
KLM,3433,AMS-ATL,CDG,LOS,2023-02-20 12:09,2023-02-20 22:50,-7,No,,479.65,248,A380,5973,100,Economy,Yes,20kg,,W27,T1,15
Turkish Airlines,2432,,DOH,NBO,2024-01-10 08:51,2024-01-10 18:13,92,No,,377.98,294,CRJ900,3423,100,Business,Yes,23kg,29.02,O19,,18
Delta Air Lines,6216,ATL-CDG,LAX,LOS,2024-09-15 13:56,2024-09-16 01:19,-14,No,,464.8,76,A380,14274,100,First,Yes,No,18.7,T18,-,10
Lufthansa,8954,LOS-CDG,DOH,LOS,2024-07-07 12:24,2024-07-07 21:59,66,No,,399.19,191,B777,5803,90.5,First,Yes,1pc,38.55,B18,T2,10
United Airlines,2855,LOS-IST,AMS,CDG,2022-12-04 00:24,2022-12-04 07:13,-30,No,,321.54,58,CRJ900,9257,91.72,First,Yes,,43.34,C49,T2,4
KLM,4116,IST-LOS,ORD,LOS,2023-08-14 23:51,2023-08-15 08:16,34,No,,42.822,245.0,A350,13618,85.02,First,Yes,1pc,,P38,T1,18
British Airways,8906,AMS-FRA,-,FRA,2024-09-05 23:56,2024-09-06 06:45,26,No,,639.33,99,A350,13511,79.82,Business,No,23kg,24.42,X30,T4,7
American Airlines,7042,DOH-ATL,CDG,SIN,2022-10-24 17:35,2022-10-25 04:41,79,No,,444.55,210,,12117,85.83,Ecoonmy,Yes,20kg,22.51,C30,T2,6
British Airways,9195,IST-LOS,,DXB,2022-12-29 00:53,2022-12-29 04:09,-11,No,,393.59,,A380,14697,100,Economy,No,2pc,25.88,W34,T2,11
American Airlines,7501,JFK-SIN,FRA,ATL,2023-11-10 17:41,2023-11-10 22:43,-22,Yes,,174.51,164,CRJ900,14353,85.14,First,No,23kg,21.59,G48,T4,5
British Airways,784,ORD-DOH,LHR,SIN,2022-04-21 16:59,2022-04-22 03:01,10,No,,633.18,141,B777,4038,80.47,First,Yes,2pc,28.41,X50,T4,17
Lufthansa,116,LOS-FRA,LOS,DOH,2022-08-10 15:28,2022-08-10 17:07,81,No,,68.59,228,B737,3595,96.41,Business,No,1pc,22.49,K50,,11
Qatar Airways,7712,NBO-LOS,ORD,ATL,2022-02-20 02:01,2022-02-20 06:49,-20,No,,8.79,187,CRJ900,11925,100,First,No,23kg,16.18,R18,T1,5
American Airlines,4839,DXB-IST,LHR,ATL,2021-12-17 06:09,2021-12-17 16:16,-88,No,,424.29,260,A350,,72.24,First,No,20kg,33.81,Y38,T1,20
South African Airways,2842,IST-JFK,LOS,IST,2021-01-09 20:45,2021-01-10 01:27,,No,,173.85,236,CRJ900,7520,88.68,Business,No,No,34.58,G11,T4,11
British Airways,108,FRA-IST,CDG,DXB,2021-08-21 08:07,2021-08-21 09:12,17,No,,567.82,286,B737,8530,100,Economy,Yes,1pc,46.99,W29,T2,15
Lufthansa,1085,CDG-JFK,SIN,FRA,2022-09-07 08:57,2022-09-07 15:18,52,No,,13.26,124,A380,10750,58.95,Economy,Yes,20kg,25.67,C30,,14
British Airways,8000,SIN-ATL,CDG,NBO,2021-01-06 10:38,2021-01-06 19:25,-25,No,,542.36,247,A350,9743,97.18,Economy,Yes,1pc,11.1,M33,T3,10
Singapore Airlines,4577,DOH-LOS,FRA,DOH,2024-07-22 20:54,2024-07-22 23:08,48,No,,514.2,34,A320,6183,53.41,First,Yes,2pc,38.15,F44,,4
South African Airways,9895,IST-CDG,JFK,,2021-07-29 05:46,2021-07-29 06:49,-26,No,,373.6,30,A380,13106,84.34,First,Yes,No,39.28,T45,T4,18
Turkish Airlines,4210,DXB-ORD,JFK,LOS,2021-08-18 02:19,2021-08-18 14:04,9,,,69.91,165,CRJ900,10425,93.04,Economy,Yes,No,41.42,A29,T3,8
Lufthansa,6328,CDG-JFK,CDG,IST,2021-11-03 06:48,2021-11-03 09:45,45,No,,5.34,96,B737,1505,87.25,Economy,Yes,20kg,44.71,J49,T1,16
Ethiopian Airlines,5857,LOS-LAX,CDG,JFK,2024-02-13 08:27,2024-02-13 19:32,-32,No,,397.99,300,B777,12182,100,First,Yes,23kg,44.86,M48,T1,7
Air France,3585,DOH-CDG,DXB,AMS,2022-05-09 01:18,2022-05-09 10:41,22,No,,303.44,73,B777,13415,89.08,Economy,,2pc,20.23,F48,T4,16
KLM,9687,JFK-DOH,SIN,ORD,2025-01-05 18:47,2025-01-06 05:20,63,No,,495.47,181,CRJ900,10184,59.84,Business,No,2pc,45.48,R47,T1,13
Turkish Airlines,8461,ATL-LAX,LHR,LHR,2024-06-17 23:45,2024-06-18 08:05,33,No,,336.36,28,A320,554,100,,Yes,20kg,26.72,I10,T2,17
Air France,4709,FRA-AMS,LAX,LAX,2025-01-28 03:56,2025-01-28 08:09,-13,No,,318.96,220,A350,5776,82,Business,Yes,2pc,37.98,A12,T4,19
South African Airways,845,DXB-CDG,LOS,IST,2022-05-29 05:54,2022-05-29 13:25,75,No,,135.26,253,B777,4169,100,First,No,20kg,32.59,U29,T1,15
Emirates,2744,DOH-FRA,ATL,ATL,2020-11-08 07:46,2020-11-08 09:11,41,No,,514.49,235,B737,12691,92.52,Business,Yes,2pc,20.27,Z44,T1,
South African Airways,8850,CDG-LAX,ATL,ORD,2021-08-26 02:27,2021-08-26 10:41,-59,No,,220.17,61,CRJ900,,60.35,Economy,Yes,No,41.6,D16,T4,7
Qatar Airways,9325,AMS-IST,LHR,FRA,2022-07-09 09:44,2022-07-09 13:36,49,No,,270.36,,CRJ900,9691,82.1,Economy,Yes,1pc,25.44,O37,T4,7
South African Airways,1245,JFK-LAX,ORD,ATL,2021-12-07 18:22,2021-12-08 00:21,-7,No,,136.04,165,B777,10669,78.81,Economy,Yes,No,48.59,E29,T2,11
Air France,5025,FRA-ORD,LAX,LOS,2023-01-26 05:14,2023-01-26 16:58,,No,,41.92,99,A830,12399,88.94,Economy,Yes,No,22.37,K34,T1,12
Kenya Airways,1569,DXB-DOH,LHR,DXB,2021-07-11 12:07,2021-07-11 18:32,,No,,644.43,205,A350,4590,49.57,Business,No,No,19.96,R1,T4,4
Air France,6576,,AMS,LOS,2022-07-28 02:42,2022-07-28 10:31,55,No,,509.1,1.0,A320,5775,100,,Yes,,23.37,D8,T4,10
Turkish Airlines,,IST-ORD,IST,SIN,2020-02-13 22:58,2020-02-14 01:55,-6,No,,512.4,54,CRJ900,9397,100,Business,Yes,20kg,44.95,X10,T2,
Singapore Airlines,2388,FRA-LOS,ORD,AMS,2024-07-17 11:59,2024-07-17 16:43,-50,No,,306.7,243,B777,8100,64.71,Economy,No,23kg,14.33,N21,T3,9
Delta Air Lines,9217,DOH-LAX,CDG,LAX,2021-01-28 06:42,2021-01-28 16:33,75,No,,2.42,148,A320,6121,95.72,Economy,No,2pc,39.13,J22,T4,12
Air France,4678,LAX-ORD,LAX,JFK,2022-05-02 06:08,2022-05-02 09:00,61,No,,770.41,114,A350,9545,83.85,Business,Yes,23kg,48.32,R40,,5
American Airlines,7177,CDG-JFK,DXB,LOS,2020-05-21 09:53,2020-05-21 13:12,11,No,,434.46,10,CRJ900,,64.25,Economy,No,No,28.31,F32,T2,4
Lufthansa,3554,AMS-SIN,LOS,CDG,2020-06-18 09:45,2020-06-18 20:03,49,No,,377.36,131,A320,1169,83.65,First,Yes,23kg,26.07,K27,,12
American Airlines,8370,NBO-ORD,DXB,DXB,2024-09-15 05:26,2024-09-15 06:26,0,No,,278.17,31,,8535,56.54,First,No,2pc,30.8,F15,T4,10
KLM,5315,ATL-LHR,LOS,ATL,2022-06-26 15:17,2022-06-26 17:46,18,No,,58.91,80,B737,11657,87.96,First,Yes,No,18.78,,T3,8
Kenya Airways,5713,IST-NBO,IST,LOS,2021-01-27 08:04,2021-01-27 19:57,9,No,,578.31,179,A350,3233,100,First,Yes,1pc,56.48,A47,T4,17
South African Airways,4382,ATL-LOS,LHR,LAX,2025-06-04 19:00,2025-06-05 01:19,1,No,,138.46,193,A320,5858,100,Economy,Yes,20kg,36.7,T44,T3,7
Emirates,7517,CDG-DOH,AMS,CDG,2024-03-05 02:34,2024-03-05 12:43,29,,,459.31,30,CRJ900,13448,85.49,Economy,No,-,17.79,V26,T2,13
Kenya Airways,4573,LHR-ATL,JFK,DOH,2020-11-14 17:29,2020-11-14 20:47,-33,No,,504.17,23,A320,8015,100,Business,No,1pc,21.93,N20,T4,10
Ethiopian Airlines,4129,AMS-JFK,CDG,ATL,2020-02-08 02:34,2020-02-08 12:04,4,No,,416.83,150.0,A320,2315,85.13,,Yes,1pc,31.79,X37,T1,7
Emirates,5369,AMS-LHR,CDG,JFK,2024-11-18 13:19,2024-11-18 18:37,27,No,,443.99,61,B737,3886,68.11,Economy,Yes,20kg,17.06,P39,T3,10
South African Airways,5697,JFK-CDG,IST,DXB,2022-06-02 09:52,2022-06-02 11:01,88,No,,619.22,102,A320,3180,90.26,Business,Yes,No,14.96,U18,,15
Qatar Airways,3550,SIN-LHR,LOS,IST,2023-12-29 08:46,2023-12-29 14:06,-31,No,,191.52,50,CRJ900,12341,87.15,First,Yes,2pc,32.94,E46,T1,7
KLM,7633,CDG-IST,SIN,LAX,2024-01-27 07:31,2024-01-27 19:20,35,No,,382.9,209,A380,11638,76.27,Business,Yes,23kg,40.06,Y42,T3,16
Qatar Airways,9922,AMS-JFK,LOS,DOH,2023-09-30 11:44,2023-09-30 15:35,40,No,,304.98,203,B777,11355,79.96,First,Yes,23kg,39.15,I18,T2,10
British Airways,5481,LHR-DXB,LHR,NBO,2022-11-24 12:52,2022-11-24 14:04,-60,No,,17.91,253,B777,3330,72.59,Business,No,23kg,29.4,E39,T4,11
British Airways,360,ATL-AMS,IST,FRA,2021-07-26 19:09,2021-07-26 22:56,31,No,,407.27,238,B737,429,90.29,First,No,20kg,27.25,P29,T1,11
Delta Air Lines,2290,CDG-DXB,SIN,CDG,2020-06-08 14:55,2020-06-09 02:36,50,No,,600.25,180,A320,293,100,Economy,No,No,30.52,J29,T3,17
Ethiopian Airlines,133,SIN-ORD,LOS,ATL,2022-02-23 10:09,2022-02-23 21:04,38,No,,625.27,75,B777,8097,72.36,First,Yes,No,39.92,G15,,5
Singapore Airlines,7907,SIN-LAX,LOS,LAX,2024-01-24 06:04,2024-01-24 12:24,11,No,,721.5,245,A350,273,93.58,First,No,2pc,17.43,C37,,16
Lufthansa,170,ATL-DXB,DOH,LOS,2020-12-20 10:57,2020-12-20 17:15,28,No,,4.74,0,A380,9367,100,Business,Yes,20kg,22.23,Y3,,4
Emirates,,NBO-CDG,LOS,LOS,2020-07-22 00:21,2020-07-22 11:33,21,No,,675.73,224,A320,7103,84.96,First,Yes,23kg,26.22,X43,T2,16
Lufthansa,2943,LOS-SIN,CDG,LAX,2023-05-29 22:54,2023-05-30 05:22,-52,No,,386.97,56,A350,14519,87.2,Business,Yes,No,27.58,G43,T1,17
American Airlines,6869,FRA-LOS,LOS,NBO,2024-03-07 19:16,2024-03-08 05:25,22,No,,670.11,79,A350,14756,100,Economy,No,23kg,29.46,J44,,4
KLM,9206,ATL-LOS,DOH,ATL,2020-08-18 03:58,2020-08-18 11:56,0,No,,271.04,229,CRJ900,1347,100,Economy,Yes,1pc,29.75,Y22,T4,9
Kenya Airways,8111,ATL-JFK,CDG,DXB,2024-11-27 17:48,2024-11-28 04:53,-13,No,,243.84,,A350,9334,82.97,First,Yes,23kg,36.74,O18,T2,14
Ethiopian Airlines,6535,ORD-JFK,LHR,CDG,2025-05-09 14:52,2025-05-09 17:26,114,No,,106.95,239,B777,7339,100,Business,Yes,No,12.37,M40,T2,13
Singapore Airlines,8916,LOS-IST,FRA,LHR,2020-06-15 13:22,2020-06-16 00:02,,No,,505.2,52,B777,10079,88.28,First,Yes,No,13.99,V39,,10
Qatar Airways,1429,FRA-LHR,SIN,ORD,2021-04-16 09:35,2021-04-16 15:52,65,No,,452.9,224,,13526,84.4,Business,Yes,1pc,23.35,Y39,T2,14
American Airlines,1370,NBO-LOS,JFK,LOS,2021-04-08 12:58,2021-04-08 17:53,-31,No,,162.6,220,A380,5172,75.48,Business,No,23kg,,-,T1,10
British Airways,,LOS-DXB,CDG,FRA,2024-10-14 16:21,2024-10-14 22:54,28,No,,82.83,109,B777,8440,58.21,First,No,2pc,23.48,S24,,20
United Airlines,,JFK-AMS,FRA,LHR,2022-08-01 23:37,2022-08-02 06:52,73,No,,433.05,166,B777,13729,86.44,Economy,Yes,20kg,29.59,K36,T1,
Air France,7393,ORD-DXB,LHR,LOS,2020-09-21 15:32,,-44,No,,455.83,4,CRJ900,5082,96.38,Business,Yes,1pc,31.28,A10,,7
Qatar Airways,2122,,DOH,JFK,2022-02-10 02:27,2022-02-10 05:43,18,No,,152.61,210,B777,6652,65.12,First,No,No,33.16,S41,T1,10
Qatar Airways,5883,CDG-DOH,ORD,SIN,2021-01-03 00:23,,19,No,,112.43,151,CRJ900,11361,74.28,Business,No,2pc,45.65,V18,T2,6
Emirates,6266,ORD-AMS,AMS,LAX,2024-09-29 20:56,2024-09-30 07:02,-35,No,,481.17,91,B777,7677,87.47,Business,No,23kg,36.95,K13,T4,15
Turkish Airlines,9951,NBO-LHR,SIN,LOS,2023-07-17 00:11,2023-07-17 09:43,30,No,,721.28,234,A320,4871,86.45,-,No,1pc,39.97,K31,T1,20
,5964,LAX-ATL,JFK,LOS,2025-02-26 18:19,2025-02-27 00:14,59,,,251,80,A320,7841,89.6,First,No,1pc,28.73,N6,,15
